,selpT0,selpT1,selpT2,selpT3,selEta0,selEta1,selEta2,selEta3,selPhi0,selPhi1,selPhi2,selPhi3,selCharge0,selCharge1,selCharge2,selCharge3,dPhi0,dPhi1,dRA0,dRA1,event,invMassA0,invMassA1,pair
0,14.631538391113281,8.331313133239746,23.352031707763672,1.9981558322906494,-0.9647763967514038,-1.5715059041976929,1.0514781475067139,1.9393020868301392,0.3300839364528656,-0.14820916950702667,-3.064863681793213,-1.3999402523040771,-1.0,1.0,1.0,-1.0,0.47829312086105347,-1.6649234294891357,0.7725833318607274,1.8868495894738484,0.0,8.580572867762449,11.889201369403601,1.0
1,14.631538391113281,23.352031707763672,8.331313133239746,1.9981558322906494,-0.9647763967514038,1.0514781475067139,-1.5715059041976929,1.9393020868301392,0.3300839364528656,-3.064863681793213,-0.14820916950702667,-1.3999402523040771,-1.0,1.0,1.0,-1.0,3.3949475288391113,1.251731038093567,3.94853778380045,3.727278275309167,0.0,57.21074603473483,23.394992317345988,0.0
2,1.9981558322906494,8.331313133239746,23.352031707763672,14.631538391113281,1.9393020868301392,-1.5715059041976929,1.0514781475067139,-0.9647763967514038,-1.3999402523040771,-0.14820916950702667,-3.064863681793213,0.3300839364528656,-1.0,1.0,1.0,-1.0,-1.251731038093567,-3.3949475288391113,3.727278275309167,3.94853778380045,0.0,23.394992317345988,57.21074603473483,0.0
3,41.38816452026367,13.074392318725586,30.982622146606445,5.268075942993164,0.2581392526626587,-0.12350132316350937,-0.9728108644485474,-0.7004649639129639,-3.031783103942871,-2.7065746784210205,0.16441446542739868,-0.1724248081445694,1.0,-1.0,1.0,-1.0,-0.3252084255218506,0.3368392586708069,0.5014080721669905,0.43316622181379366,1.0,11.683446035582891,5.525017117430236,1.0
4,30.982622146606445,13.074392318725586,41.38816452026367,5.268075942993164,-0.9728108644485474,-0.12350132316350937,0.2581392526626587,-0.7004649639129639,0.16441446542739868,-2.7065746784210205,-3.031783103942871,-0.1724248081445694,1.0,-1.0,1.0,-1.0,2.8709890842437744,-2.859358310699463,2.9939781323068817,3.0157672312369614,1.0,43.600688386767146,32.72720081074989,0.0
5,41.38816452026367,5.268075942993164,30.982622146606445,13.074392318725586,0.2581392526626587,-0.7004649639129639,-0.9728108644485474,-0.12350132316350937,-3.031783103942871,-0.1724248081445694,0.16441446542739868,-2.7065746784210205,1.0,-1.0,1.0,-1.0,-2.859358310699463,2.8709890842437744,3.0157672312369614,2.9939781323068817,1.0,32.72720081074989,43.600688386767146,0.0
6,33.224891662597656,4.7364020347595215,27.85391616821289,6.145246505737305,-0.2805265188217163,0.08815547823905945,-1.4589688777923584,-2.2629358768463135,-1.8198654651641846,-2.432988405227661,1.0464054346084595,1.3966730833053589,-1.0,1.0,1.0,-1.0,0.6131229400634766,-0.3502676486968994,0.715434241973924,0.8769551649266208,2.0,8.885981986507867,11.726598099331417,1.0
7,33.224891662597656,27.85391616821289,4.7364020347595215,6.145246505737305,-0.2805265188217163,-1.4589688777923584,0.08815547823905945,-2.2629358768463135,-1.8198654651641846,1.0464054346084595,-2.432988405227661,1.3966730833053589,-1.0,1.0,1.0,-1.0,-2.8662710189819336,-3.8296613693237305,3.099070174693052,4.493766449625932,2.0,71.2252905772113,18.79549528720041,0.0
8,6.145246505737305,4.7364020347595215,27.85391616821289,33.224891662597656,-2.2629358768463135,0.08815547823905945,-1.4589688777923584,-0.2805265188217163,1.3966730833053589,-2.432988405227661,1.0464054346084595,-1.8198654651641846,-1.0,1.0,1.0,-1.0,3.8296613693237305,2.8662710189819336,4.493766449625932,3.099070174693052,2.0,18.79549528720041,71.2252905772113,0.0
9,31.998046875,23.845165252685547,36.00719451904297,10.14356517791748,1.4828497171401978,1.2092475891113281,0.5935211181640625,0.7824360728263855,2.014012575149536,2.1354477405548096,-0.7540768384933472,-1.2839926481246948,-1.0,1.0,1.0,-1.0,-0.12143516540527344,0.5299158096313477,0.29934031445652637,0.5625829942260202,3.0,8.289244112435654,10.642362663283908,1.0
